fullVisitorId;visitNumber;browser;operatingSystem;deviceCategory;subContinent;country;city;campaign;source;pageviews;bounces;newVisits;transactionRevenue;year;month;quarterMonth;day;weekday;time_range;Classifier
280;1;18;11;2;12;137;295;0;23;2;0;1;0.0;2016;10;10;15;2501;3;0
3822;1;18;11;1;15;78;135;0;23;2;0;1;0.0;2016;10;10;15;2487;4;0
1275;1;5;6;0;11;138;231;0;48;2;0;1;0.0;2016;10;10;15;2492;4;0
1520;1;5;9;0;15;101;295;0;23;2;0;1;0.0;2016;10;10;16;2503;0;0
2683;1;18;11;1;12;137;295;0;23;3;0;1;0.0;2016;10;10;15;2495;3;0
8889;1;5;1;1;21;43;295;0;23;4;0;1;0.0;2016;10;10;15;2496;3;0
4908;21;5;5;0;11;138;172;0;23;15;0;0;0.0;2016;10;10;16;2507;0;0
4647;1;5;9;0;20;132;116;0;75;1;1;1;0.0;2016;10;10;15;2484;1;0
4127;1;18;6;0;7;10;295;0;75;1;1;1;0.0;2016;10;10;16;2509;0;0
3578;1;18;6;0;7;106;295;0;75;1;1;1;0.0;2016;10;10;15;2485;1;0
8844;1;5;9;0;3;83;295;0;75;1;1;1;0.0;2016;10;10;15;2498;3;0
4149;1;9;9;0;6;119;295;0;75;1;1;1;0.0;2016;10;10;15;2499;3;0
4570;1;18;6;0;20;72;0;0;75;1;1;1;0.0;2016;10;10;15;2489;4;0
4580;1;5;9;0;15;129;19;0;75;1;1;1;0.0;2016;10;10;16;2504;0;0
5232;1;15;9;0;11;138;29;0;75;1;1;1;0.0;2016;10;10;16;2510;0;0
9815;1;5;9;0;7;53;295;0;75;1;1;1;0.0;2016;10;10;16;2508;0;0
2420;1;18;6;0;6;52;110;0;75;2;0;1;0.0;2016;10;10;15;2497;3;0
1589;1;18;6;0;15;142;295;0;75;2;0;1;0.0;2016;10;10;15;2486;4;0
3062;1;18;6;0;14;15;295;0;75;2;0;1;0.0;2016;10;10;16;2505;0;0
2777;1;5;9;0;7;53;295;0;75;2;0;1;0.0;2016;10;10;15;2490;4;0
7301;1;5;9;0;11;138;231;0;75;2;0;1;0.0;2016;10;10;16;2506;0;0
524;1;18;6;0;6;127;295;0;75;3;0;1;0.0;2016;10;10;15;2494;4;0
4058;1;18;6;0;14;15;295;0;75;3;0;1;0.0;2016;10;10;15;2483;1;0
7868;1;5;6;0;12;137;295;0;0;1;1;1;0.0;2017;1;1;5;5942;3;0
9559;1;5;6;0;11;138;195;0;47;1;1;1;0.0;2017;1;1;5;5940;3;0
867;1;9;9;0;12;137;295;0;0;1;1;1;0.0;2017;1;1;5;5923;1;0
7031;1;8;9;0;21;43;0;0;23;1;1;1;0.0;2017;1;1;5;5922;1;0
5758;1;5;1;1;11;138;295;0;0;1;1;1;0.0;2017;1;1;6;5950;1;0
2891;1;16;0;1;19;93;295;0;28;1;1;1;0.0;2017;1;1;6;5945;0;0
2173;1;5;1;1;11;138;0;0;0;1;1;1;0.0;2017;1;1;5;5941;3;0
3016;17;5;6;0;11;138;182;0;48;1;1;0;0.0;2017;1;1;5;5927;4;0
1655;1;18;11;1;11;138;111;0;0;1;1;1;0.0;2017;1;1;6;5943;2;0
4928;1;5;6;0;11;138;295;0;23;1;1;1;0.0;2017;1;1;5;5935;3;0
3966;1;5;1;1;14;139;295;0;23;1;1;1;0.0;2017;1;1;6;5948;0;0
7424;1;5;9;0;11;138;295;0;23;1;1;1;0.0;2017;1;1;6;5946;0;0
2252;1;5;9;0;7;28;39;0;0;1;1;1;0.0;2017;1;1;5;5918;1;0
9859;1;5;9;0;6;21;295;0;9;2;0;1;0.0;2017;1;1;5;5921;1;0
6924;1;18;11;1;11;138;295;0;23;2;0;1;0.0;2017;1;1;5;5939;3;0
1481;1;5;5;0;11;138;231;0;48;2;0;1;0.0;2017;1;1;5;5933;4;0
5842;2;5;6;0;11;138;182;0;23;3;0;0;0.0;2017;1;1;5;5930;4;0
6287;2;5;6;0;18;120;295;0;23;3;0;0;0.0;2017;1;1;5;5924;1;0
2401;4;18;11;1;11;138;295;0;23;4;0;0;0.0;2017;1;1;5;5938;3;0
4455;1;5;9;0;11;138;148;0;23;3;0;1;0.0;2017;1;1;6;5947;0;0
3948;9;18;11;1;11;19;295;0;23;5;0;0;0.0;2017;1;1;5;5936;3;0
4443;1;5;9;0;6;63;295;0;9;6;0;1;0.0;2017;1;1;6;5949;0;0
9622;1;5;6;0;12;137;147;0;23;7;0;1;0.0;2017;1;1;5;5937;3;0
7794;1;5;9;0;11;138;295;0;23;8;0;1;0.0;2017;1;1;5;5926;4;0
8976;1;5;5;0;11;138;257;0;48;6;0;1;0.0;2017;1;1;5;5928;4;0
6880;1;5;1;2;11;138;295;0;0;11;0;1;0.0;2017;1;1;6;5944;2;0
2219;1;5;6;0;11;138;172;0;48;16;0;1;0.0;2017;1;1;5;5934;4;0
8660;1;5;9;0;14;100;0;0;75;1;1;1;0.0;2017;1;1;5;5929;4;0
643;1;8;9;0;20;110;295;0;75;1;1;1;0.0;2017;1;1;5;5920;1;0
5282;1;15;9;0;21;75;295;0;75;1;1;1;0.0;2017;1;1;5;5925;1;0
8767;3;5;1;1;12;74;295;0;75;1;1;0;0.0;2017;1;1;5;5919;1;0
8767;5;5;1;1;12;74;295;0;75;2;0;0;0.0;2017;1;1;5;5932;4;0
8767;4;5;1;1;12;74;295;0;75;4;0;0;0.0;2017;1;1;5;5931;4;0
7808;1;2;1;1;15;78;135;0;75;8;0;1;0.0;2017;4;4;26;9371;1;0
5611;2;5;9;0;7;135;128;0;23;1;1;0;0.0;2017;4;4;26;9376;1;0
6574;7;5;1;1;20;110;295;0;23;1;1;0;0.0;2017;4;4;27;9416;0;0
1261;1;5;1;1;21;43;26;0;0;1;1;1;0.0;2017;4;4;26;9411;3;0
5681;1;18;11;1;11;138;295;0;23;1;1;1;0.0;2017;4;4;26;9401;4;0
2275;1;5;9;0;21;125;295;0;0;2;0;1;0.0;2017;4;4;26;9383;4;0
1966;2;18;11;1;11;138;63;0;0;2;0;0;0.0;2017;4;4;26;9387;4;0
4063;1;18;11;1;11;138;295;0;0;3;0;1;0.0;2017;4;4;27;9421;0;0
1615;2;5;5;0;15;101;295;0;28;3;0;0;0.0;2017;4;4;26;9384;4;0
5492;1;5;9;0;14;3;43;0;23;2;0;1;0.0;2017;4;4;27;9414;2;0
5803;19;18;11;2;11;138;231;1;23;8;0;0;0.0;2017;4;4;27;9419;0;0
1968;1;9;9;0;11;138;182;0;0;8;0;1;0.0;2017;4;4;26;9397;4;0
3528;1;5;1;1;11;138;295;0;0;9;0;1;0.0;2017;4;4;26;9395;4;0
1908;1;18;6;0;11;138;295;0;0;14;0;1;0.0;2017;4;4;27;9417;0;0
283;1;9;9;2;6;63;295;0;75;1;1;1;0.0;2017;4;4;26;9369;1;0
530;1;5;9;0;18;103;295;0;75;1;1;1;0.0;2017;4;4;26;9405;3;0
7286;3;5;5;0;17;55;295;0;23;1;1;0;0.0;2017;4;4;26;9370;1;0
9839;1;5;0;0;11;138;0;0;0;1;1;1;0.0;2017;4;4;26;9373;1;0
3461;1;8;6;0;21;43;26;0;23;1;1;1;0.0;2017;4;4;26;9377;1;0
3289;1;5;1;2;1;5;38;0;23;2;0;1;0.0;2017;4;4;26;9378;1;0
6633;1;5;9;0;11;138;295;0;66;3;0;1;0.0;2017;4;4;27;9420;0;0
4715;1;5;9;0;11;138;295;0;23;4;0;1;0.0;2017;4;4;26;9409;3;0
4461;1;5;9;0;11;138;59;0;23;5;0;1;0.0;2017;4;4;26;9382;4;0
8714;1;5;9;0;6;119;246;4;3;1;1;1;0.0;2017;4;4;27;9422;0;0
6760;1;5;5;0;11;138;172;0;48;1;1;1;0.0;2017;4;4;27;9415;2;0
4197;1;8;9;0;12;71;295;0;23;1;1;1;0.0;2017;4;4;26;9392;4;0
1628;1;5;9;0;11;19;271;0;0;1;1;1;0.0;2017;4;4;26;9403;3;0
9427;1;5;6;0;11;138;79;0;0;2;0;1;0.0;2017;4;4;26;9402;3;0
3906;1;18;6;0;11;138;284;0;5;2;0;1;0.0;2017;4;4;27;9413;2;0
3104;1;5;9;0;1;5;295;0;28;2;0;1;0.0;2017;4;4;26;9374;1;0
304;1;18;11;1;7;106;41;0;0;2;0;1;0.0;2017;4;4;26;9375;1;0
1615;1;5;1;0;15;101;295;0;28;5;0;1;0.0;2017;4;4;26;9379;4;0
1966;1;18;11;1;11;138;63;0;0;1;1;1;0.0;2017;4;4;26;9381;4;0
629;2;5;6;0;11;19;295;0;16;1;1;0;0.0;2017;4;4;27;9418;0;0
444;1;5;3;0;11;138;295;0;23;1;1;1;0.0;2017;4;4;26;9380;4;0
2737;1;8;9;0;11;138;295;0;0;1;1;1;0.0;2017;4;4;26;9386;4;0
4861;1;5;1;1;11;138;182;0;70;1;1;1;0.0;2017;4;4;26;9398;4;0
855;1;5;1;1;21;43;295;0;70;1;1;1;0.0;2017;4;4;26;9391;4;0
3074;1;5;6;0;11;138;295;0;70;1;1;1;0.0;2017;4;4;26;9390;4;0
9963;1;5;6;0;11;19;271;0;70;1;1;1;0.0;2017;4;4;26;9388;4;0
2772;1;5;3;0;11;138;182;0;70;1;1;1;0.0;2017;4;4;26;9396;4;0
7696;1;18;11;1;11;138;59;0;0;1;1;1;0.0;2017;4;4;26;9399;4;0
7745;1;18;6;0;11;138;295;0;0;1;1;1;0.0;2017;4;4;26;9393;4;0
7304;1;3;1;1;6;52;110;0;0;1;1;1;0.0;2017;4;4;26;9389;4;0
874;1;5;1;1;11;138;295;0;0;1;1;1;0.0;2017;4;4;26;9410;3;0
5127;1;5;1;1;20;60;265;0;0;1;1;1;0.0;2017;4;4;26;9404;3;0
2343;1;5;1;1;11;138;235;0;0;1;1;1;0.0;2017;4;4;26;9407;3;0
9021;1;5;1;1;12;137;98;0;0;1;1;1;0.0;2017;4;4;26;9408;3;0
6118;1;5;9;0;11;138;295;0;0;2;0;1;0.0;2017;4;4;26;9412;3;0
6482;1;5;1;1;11;19;295;0;0;5;0;1;0.0;2017;4;4;26;9394;4;0
9987;1;18;11;1;21;43;105;0;23;2;0;1;0.0;2017;4;4;26;9406;3;0
1232;3;5;6;0;1;91;295;0;23;2;0;0;0.0;2017;4;4;26;9372;1;0
8481;1;18;11;1;11;138;295;0;23;2;0;1;0.0;2017;4;4;26;9385;4;0
6290;1;5;9;0;15;142;109;0;23;1;1;1;0.0;2017;4;4;27;9423;0;0
1769;1;5;1;1;11;138;230;0;12;1;1;1;0.0;2017;4;4;26;9400;4;0
7443;1;5;6;0;17;55;295;0;23;1;1;1;0.0;2016;8;8;13;403;4;0
6262;1;18;11;1;14;15;295;0;23;1;1;1;0.0;2016;8;8;13;396;4;0
2835;1;18;11;2;21;90;295;0;23;1;1;1;0.0;2016;8;8;13;391;1;0
4958;1;5;9;0;14;3;43;4;3;1;1;1;0.0;2016;8;8;14;407;0;0
8557;1;5;9;0;17;55;295;4;3;1;1;1;0.0;2016;8;8;13;395;1;0
6921;2;5;1;1;11;138;295;0;0;1;1;0;0.0;2016;8;8;13;399;4;0
5622;2;5;9;0;19;93;295;0;75;1;1;0;0.0;2016;8;8;13;402;4;0
4705;1;5;9;0;20;132;9;0;75;1;1;1;0.0;2016;8;8;13;389;1;0
7751;1;5;9;0;20;60;265;0;75;1;1;1;0.0;2016;8;8;13;397;4;0
7948;1;15;9;0;7;107;295;0;75;1;1;1;0.0;2016;8;8;14;408;0;0
9492;1;5;9;0;15;101;212;0;75;1;1;1;0.0;2016;8;8;13;390;1;0
7303;4;5;9;0;15;78;295;0;75;1;1;0;0.0;2016;8;8;13;405;3;0
6645;1;18;6;0;18;14;295;0;75;1;1;1;0.0;2016;8;8;13;393;1;0
2026;1;5;9;0;21;90;295;0;23;1;1;1;0.0;2016;8;8;13;404;3;0
3824;2;5;1;1;11;138;230;3;23;2;0;0;0.0;2016;8;8;14;406;2;0
9361;1;5;9;0;7;106;41;0;75;2;0;1;0.0;2016;8;8;13;392;1;0
1377;1;16;0;1;21;90;0;0;75;2;0;1;0.0;2016;8;8;13;400;4;0
9717;1;5;1;1;12;59;295;0;23;3;0;1;0.0;2016;8;8;13;394;1;0
7110;1;5;6;0;11;138;257;0;48;5;0;1;0.0;2016;8;8;13;398;4;0
5737;4;5;6;0;11;138;172;0;48;7;0;0;0.0;2016;8;8;13;401;4;0
8358;6;18;11;1;11;138;182;3;23;2;0;0;0.0;2017;3;3;17;8135;3;0
2676;1;5;9;0;11;138;295;0;23;4;0;1;0.0;2017;3;3;18;8143;0;0
1970;10;5;6;0;11;138;295;0;48;34;0;0;0.0;2017;3;3;17;8129;4;0
3319;1;5;6;0;11;138;182;0;23;44;0;1;330.51;2017;3;3;17;8127;4;1
1970;9;5;6;0;11;138;295;0;48;45;0;0;0.0;2017;3;3;17;8124;4;0
5156;1;18;11;1;11;138;295;0;23;1;1;1;0.0;2017;3;3;18;8142;0;0
685;1;5;9;0;1;5;295;0;23;1;1;1;0.0;2017;3;3;17;8118;1;0
5983;1;5;3;0;21;39;197;0;23;1;1;1;0.0;2017;3;3;17;8120;1;0
1919;1;5;9;0;17;96;295;0;23;1;1;1;0.0;2017;3;3;17;8132;4;0
4898;1;5;1;1;17;55;295;0;23;1;1;1;0.0;2017;3;3;17;8117;1;0
9686;1;5;9;0;11;138;295;0;23;2;0;1;0.0;2017;3;3;17;8134;3;0
5098;1;5;3;0;21;39;197;0;23;2;0;1;0.0;2017;3;3;17;8121;1;0
2414;1;5;9;0;7;135;295;0;75;1;1;1;0.0;2017;3;3;17;8131;4;0
9233;1;5;3;0;11;138;295;0;23;3;0;1;0.0;2017;3;3;17;8123;4;0
3027;1;5;9;0;17;55;181;4;3;1;1;1;0.0;2017;3;3;17;8133;3;0
9194;10;5;6;0;11;138;245;0;48;1;1;0;0.0;2017;3;3;18;8141;0;0
7810;1;5;6;0;11;138;295;0;48;1;1;1;0.0;2017;3;3;18;8139;0;0
8358;5;18;11;1;11;138;182;3;23;1;1;0;0.0;2017;3;3;17;8130;4;0
6410;1;18;11;1;11;138;33;0;23;1;1;1;0.0;2017;3;3;17;8136;3;0
4260;1;19;11;1;17;57;295;0;75;1;1;1;0.0;2017;3;3;17;8138;3;0
9073;1;5;9;0;21;39;295;4;3;2;0;1;0.0;2017;3;3;17;8119;1;0
5573;1;5;1;1;11;138;295;0;0;2;0;1;0.0;2017;3;3;18;8140;0;0
5970;1;5;1;1;17;55;295;0;23;2;0;1;0.0;2017;3;3;17;8125;4;0
3868;1;5;9;0;11;138;182;4;3;2;0;1;0.0;2017;3;3;17;8122;4;0
5583;2;5;9;0;6;63;295;0;23;2;0;0;0.0;2017;3;3;17;8116;1;0
1220;1;5;6;0;11;138;172;0;48;5;0;1;0.0;2017;3;3;17;8137;3;0
869;1;5;6;0;11;138;295;0;23;1;1;1;0.0;2017;3;3;17;8126;4;0
1255;1;5;1;1;10;86;295;0;23;2;0;1;0.0;2017;3;3;17;8128;4;0
6540;1;5;9;0;12;59;83;0;23;4;0;1;0.0;2017;4;4;25;9341;1;0
5875;2;18;11;1;11;138;295;0;0;4;0;0;0.0;2017;4;4;25;9362;3;0
7106;1;7;9;0;11;138;225;0;23;11;0;1;0.0;2017;4;4;25;9346;4;0
1210;1;7;9;0;11;138;295;0;23;2;0;1;0.0;2017;4;4;25;9347;4;0
7278;1;19;11;1;6;63;295;0;70;2;0;1;0.0;2017;4;4;25;9357;3;0
5611;1;5;9;0;7;135;128;0;23;3;0;1;0.0;2017;4;4;25;9348;4;0
6292;1;5;9;0;3;83;295;0;23;4;0;1;0.0;2017;4;4;25;9350;4;0
3360;1;5;3;0;14;3;43;0;0;7;0;1;0.0;2017;4;4;25;9354;4;0
5139;1;5;9;0;7;106;295;0;0;8;0;1;0.0;2017;4;4;25;9343;1;0
8549;1;5;9;0;15;129;19;0;0;5;0;1;0.0;2017;4;4;25;9339;1;0
8506;1;5;9;0;14;141;295;0;23;12;0;1;0.0;2017;4;4;25;9342;1;0
8942;1;5;9;0;12;137;0;0;75;1;1;1;0.0;2017;4;4;25;9340;1;0
9882;1;5;9;0;14;15;241;0;75;1;1;1;0.0;2017;4;4;25;9361;3;0
7753;1;5;6;0;7;28;209;0;23;1;1;1;0.0;2017;4;4;25;9352;4;0
1574;1;5;1;1;6;63;190;0;75;1;1;1;0.0;2017;4;4;25;9337;1;0
8027;3;5;6;0;14;100;295;0;23;1;1;0;0.0;2017;4;4;25;9364;3;0
6510;1;5;9;0;11;138;295;0;23;1;1;1;0.0;2017;4;4;25;9356;3;0
8589;1;5;9;0;14;15;295;0;75;1;1;1;0.0;2017;4;4;25;9365;3;0
963;1;5;9;0;21;11;295;0;23;1;1;1;0.0;2017;4;4;25;9363;3;0
3627;1;5;9;0;11;19;295;0;5;1;1;1;0.0;2017;4;4;25;9349;4;0
3213;2;18;11;1;11;19;169;0;75;1;1;0;0.0;2017;4;4;25;9336;1;0
2859;1;5;1;1;18;103;295;0;23;1;1;1;0.0;2017;4;4;25;9360;3;0
3932;1;5;6;0;11;138;295;0;48;1;1;1;0.0;2017;4;4;26;9367;2;0
8252;1;8;9;0;14;20;295;0;23;1;1;1;0.0;2017;4;4;25;9351;4;0
6501;1;8;9;0;7;115;295;0;23;2;0;1;0.0;2017;4;4;25;9345;4;0
679;5;5;6;0;11;138;231;0;21;2;0;0;0.0;2017;4;4;25;9344;4;0
9794;4;5;6;0;11;138;16;0;23;3;0;0;0.0;2017;4;4;25;9353;4;0
5875;1;18;11;1;11;138;295;0;0;3;0;1;0.0;2017;4;4;25;9355;4;0
2955;1;5;9;0;11;138;295;0;0;3;0;1;0.0;2017;4;4;26;9368;0;0
3384;1;3;1;1;6;21;295;0;23;1;1;1;0.0;2017;4;4;25;9338;1;0
5875;3;18;11;1;11;138;295;0;0;1;1;0;0.0;2017;4;4;26;9366;2;0
7084;1;18;11;1;12;137;295;0;23;2;0;1;0.0;2017;4;4;25;9359;3;0
9654;1;18;11;1;11;138;295;0;23;2;0;1;0.0;2017;4;4;25;9358;3;0
9880;4;5;3;0;11;138;14;0;48;1;1;0;0.0;2017;4;4;29;9502;4;0
3537;1;5;9;0;11;138;295;0;23;2;0;1;0.0;2017;4;4;30;9512;0;0
6206;1;5;9;0;21;43;176;0;23;2;0;1;0.0;2017;4;4;29;9504;4;0
1232;6;5;6;0;1;91;295;0;23;3;0;0;0.0;2017;4;4;29;9508;3;0
5014;1;5;6;0;11;19;271;0;23;3;0;1;0.0;2017;4;4;30;9515;0;0
960;2;5;9;0;12;59;83;0;0;3;0;0;0.0;2017;4;4;29;9497;1;0
538;1;5;3;0;11;138;182;0;23;4;0;1;0.0;2017;4;4;29;9503;4;0
2694;4;5;1;1;18;61;295;0;23;4;0;0;0.0;2017;4;4;29;9495;1;0
7622;2;5;1;1;11;138;295;1;23;8;0;0;0.0;2017;4;4;29;9500;4;0
4187;1;5;9;0;17;55;295;0;23;9;0;1;0.0;2017;4;4;29;9509;3;0
6094;1;5;9;0;11;138;295;0;23;24;0;1;0.0;2017;4;4;30;9514;0;0
7701;1;5;1;1;17;55;295;0;75;6;0;1;0.0;2017;4;4;29;9506;4;0
3415;1;5;11;1;11;138;59;0;0;1;1;1;0.0;2017;4;4;29;9510;3;0
9457;1;5;1;1;21;90;8;0;23;1;1;1;0.0;2017;4;4;29;9505;4;0
830;1;5;1;1;11;138;14;4;3;1;1;1;0.0;2017;4;4;30;9517;0;0
2746;1;18;6;0;11;138;295;0;0;1;1;1;0.0;2017;4;4;30;9511;0;0
4536;1;5;6;0;21;39;295;0;23;1;1;1;0.0;2017;4;4;29;9501;4;0
8915;1;5;9;0;6;127;0;0;75;1;1;1;0.0;2017;4;4;29;9496;1;0
7992;1;5;9;0;15;78;295;0;75;1;1;1;0.0;2017;4;4;29;9499;4;0
7446;1;5;9;0;20;60;265;0;75;3;0;1;0.0;2017;4;4;29;9507;4;0
7622;3;5;1;1;11;138;295;1;23;1;1;0;0.0;2017;4;4;30;9516;0;0
9217;1;18;11;1;15;101;295;0;0;1;1;1;0.0;2017;4;4;30;9513;0;0
6989;1;5;9;0;12;137;295;0;23;1;1;1;0.0;2017;4;4;29;9498;1;0
2287;1;18;11;1;12;137;147;0;23;1;1;1;0.0;2017;4;4;29;9493;1;0
1232;5;5;6;0;1;91;295;0;23;1;1;0;0.0;2017;4;4;29;9494;1;0
6541;1;9;9;0;21;43;295;4;3;1;1;1;0.0;2016;12;12;3;4874;4;0
8539;1;5;5;0;11;138;0;0;0;1;1;1;0.0;2016;12;12;3;4867;4;0
5059;1;5;9;0;15;56;119;0;23;1;1;1;0.0;2016;12;12;4;4895;1;0
4736;1;5;9;0;11;138;295;0;0;1;1;1;0.0;2016;12;12;4;4890;0;0
8312;1;18;11;1;11;138;182;0;0;1;1;1;0.0;2016;12;12;3;4875;4;0
2024;2;5;1;1;20;60;265;0;0;1;1;0;0.0;2016;12;12;4;4891;0;0
7541;3;5;1;1;11;138;295;0;23;1;1;0;0.0;2016;12;12;3;4886;3;0
555;1;18;11;1;11;138;14;0;0;1;1;1;0.0;2016;12;12;3;4876;4;0
3199;3;5;1;2;11;138;295;3;23;1;1;0;0.0;2016;12;12;3;4871;4;0
3499;1;5;9;0;21;11;295;0;23;2;0;1;0.0;2016;12;12;3;4882;3;0
2913;1;18;11;1;11;19;276;0;23;2;0;1;0.0;2016;12;12;3;4872;4;0
4465;1;5;1;1;11;138;59;3;23;3;0;1;0.0;2016;12;12;3;4877;3;0
6258;1;18;11;1;11;138;230;0;23;3;0;1;0.0;2016;12;12;4;4896;1;0
9413;5;5;6;0;11;138;236;0;48;5;0;0;0.0;2016;12;12;4;4893;0;0
5621;1;5;1;1;12;59;83;0;23;8;0;1;0.0;2016;12;12;3;4863;1;0
4152;1;5;9;0;15;142;295;0;75;1;1;1;0.0;2016;12;12;3;4884;3;0
3939;1;18;6;0;20;132;46;0;75;1;1;1;0.0;2016;12;12;3;4861;1;0
9973;2;5;9;0;14;15;295;0;75;1;1;0;0.0;2016;12;12;3;4865;1;0
3968;1;18;6;0;10;131;273;0;75;1;1;1;0.0;2016;12;12;3;4879;3;0
8808;1;8;9;0;10;2;295;0;75;1;1;1;0.0;2016;12;12;3;4873;4;0
3491;1;18;6;0;15;142;295;0;75;1;1;1;0.0;2016;12;12;3;4859;1;0
3978;1;5;9;0;7;102;295;0;75;1;1;1;0.0;2016;12;12;3;4880;3;0
8306;3;5;9;0;7;102;295;0;75;1;1;0;0.0;2016;12;12;3;4864;1;0
2086;1;18;6;0;14;100;295;0;75;1;1;1;0.0;2016;12;12;3;4862;1;0
5748;1;5;1;1;21;43;295;0;75;1;1;1;0.0;2016;12;12;3;4887;3;0
4502;1;18;6;0;20;132;46;0;75;2;0;1;0.0;2016;12;12;3;4885;3;0
7432;1;5;9;0;20;132;117;0;75;2;0;1;0.0;2016;12;12;3;4881;3;0
9518;1;5;9;0;15;142;109;0;75;2;0;1;0.0;2016;12;12;4;4888;2;0
6488;1;5;9;0;15;101;295;0;75;2;0;1;0.0;2016;12;12;4;4889;0;0
6638;1;5;9;0;14;100;136;0;75;2;0;1;0.0;2016;12;12;3;4870;4;0
8359;1;5;9;0;15;78;135;0;75;2;0;1;0.0;2016;12;12;3;4866;1;0
7350;1;5;9;0;1;5;295;0;75;2;0;1;0.0;2016;12;12;3;4869;4;0
5401;1;18;6;0;15;129;19;0;75;3;0;1;0.0;2016;12;12;4;4892;0;0
3096;1;18;6;0;20;132;295;0;75;4;0;1;0.0;2016;12;12;3;4883;3;0
2531;1;5;9;0;15;129;295;0;75;7;0;1;0.0;2016;12;12;4;4894;0;0
7267;1;5;1;1;11;138;295;0;75;5;0;1;0.0;2016;12;12;3;4868;4;0
4765;1;5;1;1;3;12;295;0;75;8;0;1;0.0;2016;12;12;3;4878;3;0
4597;1;5;1;1;10;33;295;0;75;9;0;1;0.0;2016;12;12;3;4860;1;0
4118;1;5;9;0;14;100;136;0;0;3;0;1;0.0;2017;4;4;23;9302;4;0
6269;1;5;9;0;12;124;295;0;39;1;1;1;0.0;2017;4;4;23;9295;1;0
6574;6;5;1;1;20;110;295;0;23;1;1;0;0.0;2017;4;4;23;9296;1;0
6093;1;5;9;0;11;138;295;3;23;3;0;1;0.0;2017;4;4;23;9301;4;0
1647;1;5;6;0;11;138;295;0;23;3;0;1;0.0;2017;4;4;23;9300;4;0
1151;1;5;6;0;11;138;295;0;23;2;0;1;0.0;2017;4;4;23;9298;4;0
5208;1;5;9;0;14;32;295;0;23;4;0;1;0.0;2017;4;4;24;9311;0;0
6937;1;5;9;0;17;55;57;0;23;5;0;1;0.0;2017;4;4;24;9312;0;0
1172;2;5;6;0;11;138;295;0;48;12;0;0;0.0;2017;4;4;23;9304;3;0
9880;2;5;3;0;11;138;295;0;48;16;0;0;0.0;2017;4;4;24;9310;0;0
5704;1;5;9;0;17;55;210;0;23;1;1;1;0.0;2017;4;4;23;9299;4;0
3867;1;8;9;0;15;56;295;0;23;1;1;1;0.0;2017;4;4;23;9305;3;0
1172;1;5;6;0;11;138;295;0;21;1;1;1;0.0;2017;4;4;23;9303;3;0
5555;1;18;6;0;11;138;230;0;0;1;1;1;0.0;2017;4;4;24;9313;0;0
8190;1;5;1;1;21;125;295;0;75;5;0;1;0.0;2017;4;4;24;9308;0;0
9291;1;5;9;0;17;55;295;0;23;1;1;1;0.0;2017;4;4;24;9314;0;0
2385;1;5;6;0;11;138;295;0;23;1;1;1;0.0;2017;4;4;24;9309;0;0
7532;1;5;6;0;11;138;295;0;23;1;1;1;0.0;2017;4;4;24;9307;2;0
4517;1;18;11;2;12;137;295;0;0;1;1;1;0.0;2017;4;4;23;9297;1;0
6130;1;18;11;1;11;138;295;0;23;1;1;1;0.0;2017;4;4;23;9306;3;0
2279;1;5;5;0;11;138;172;0;0;11;0;1;0.0;2017;6;6;7;10681;4;0
731;1;5;1;1;11;138;295;0;23;12;0;1;0.0;2017;6;6;7;10672;1;0
1660;1;18;6;0;11;138;230;0;23;23;0;1;0.0;2017;6;6;7;10685;4;0
1085;1;5;9;0;11;138;78;0;23;4;0;1;0.0;2017;6;6;7;10688;3;0
6874;1;5;9;0;11;138;295;0;0;4;0;1;0.0;2017;6;6;7;10694;3;0
6897;3;5;1;2;11;138;295;1;23;7;0;0;0.0;2017;6;6;7;10684;4;0
7983;2;18;11;1;11;138;295;0;23;7;0;0;0.0;2017;6;6;7;10680;4;0
582;1;5;6;0;11;138;172;0;48;47;0;1;0.0;2017;6;6;7;10692;3;0
6897;4;5;1;2;11;138;295;1;23;15;0;0;0.0;2017;6;6;7;10687;3;0
5219;1;18;11;2;11;138;295;0;23;4;0;1;0.0;2017;6;6;7;10691;3;0
286;1;5;9;0;18;61;221;0;23;1;1;1;0.0;2017;6;6;7;10676;1;0
4827;1;5;9;0;7;102;295;0;23;1;1;1;0.0;2017;6;6;8;10703;0;0
7601;1;5;11;2;12;137;295;0;23;1;1;1;0.0;2017;6;6;7;10677;4;0
852;1;9;9;0;11;138;295;0;23;1;1;1;0.0;2017;6;6;8;10699;0;0
7766;1;5;6;0;12;137;295;0;23;1;1;1;0.0;2017;6;6;7;10674;1;0
4812;5;5;5;0;17;55;57;0;23;1;1;0;0.0;2017;6;6;8;10696;0;0
5301;2;5;6;0;11;138;182;4;3;1;1;0;0.0;2017;6;6;7;10690;3;0
4812;4;5;5;0;21;39;57;0;23;1;1;0;0.0;2017;6;6;7;10679;4;0
4224;4;8;9;0;6;63;190;0;0;1;1;0;0.0;2017;6;6;8;10698;0;0
5520;3;5;9;0;11;138;182;0;0;1;1;0;0.0;2017;6;6;8;10695;2;0
3459;1;5;9;0;11;138;225;0;0;1;1;1;0.0;2017;6;6;7;10678;4;0
