visitNumber;browser;operatingSystem;isMobile;continent;country;city;networkDomain;source;medium;keyword;referralPath;adContent;pageviews;newVisits;transactionRevenue;year;day;weekday;time_range
1;5;9;False;3;142;109;1567;23;5;4;197;11;1;1.0;0.0;2017;20;1;4
1;5;9;False;2;138;182;1170;23;5;4;197;11;1;1.0;0.0;2017;20;1;1
1;7;9;False;4;102;134;292;23;5;4;197;11;2;1.0;0.0;2017;20;1;1
1;5;1;True;5;5;259;1492;23;5;4;197;11;2;1.0;0.0;2017;20;1;3
1;5;6;False;4;137;295;234;67;6;85;20;11;2;1.0;0.0;2017;20;1;3
1;18;11;True;5;5;295;1567;0;0;85;197;11;2;1.0;0.0;2017;20;1;0
1;5;5;False;2;138;172;0;0;0;85;197;11;2;1.0;0.0;2017;20;1;3
1;5;9;False;3;21;295;1567;23;5;4;197;11;1;1.0;0.0;2017;20;1;1
1;5;1;True;3;55;181;1567;23;5;4;197;11;3;1.0;0.0;2017;20;1;4
2;5;5;False;2;138;172;0;0;0;85;197;11;3;0.0;0.0;2017;20;1;3
1;5;6;False;2;138;182;1212;23;5;4;197;11;4;1.0;0.0;2017;20;1;4
8;5;9;False;2;138;295;1000;0;0;85;197;11;7;0.0;0.0;2017;20;1;3
2;5;9;False;2;19;295;1207;23;5;4;197;11;10;0.0;0.0;2017;20;1;0
4;5;6;False;2;138;230;0;0;0;85;197;11;14;0.0;0.0;2017;20;1;3
3;5;9;False;4;39;158;499;74;5;4;197;11;1;0.0;0.0;2016;1;3;1
1;5;6;False;3;110;295;1567;23;5;4;197;11;1;1.0;0.0;2016;1;3;0
1;5;9;False;4;59;83;0;23;5;4;197;11;1;1.0;0.0;2016;1;3;4
1;5;9;False;3;55;181;62;23;5;4;197;11;1;1.0;0.0;2016;1;3;1
1;5;9;False;2;15;295;1082;0;0;85;197;11;1;1.0;0.0;2016;1;3;1
1;5;6;False;4;137;295;234;23;5;4;197;11;1;1.0;0.0;2016;1;3;1
1;8;9;False;3;114;250;439;3;2;85;197;11;1;1.0;0.0;2016;1;3;0
1;5;9;False;3;55;295;1604;3;2;85;197;11;1;1.0;0.0;2016;1;3;0
1;5;6;False;2;138;295;897;23;5;4;197;11;1;1.0;0.0;2016;1;3;0
1;5;1;True;3;55;112;42;0;0;85;197;11;1;1.0;0.0;2016;1;3;1
1;18;11;True;4;137;295;1620;23;5;4;197;11;1;1.0;0.0;2016;1;3;3
1;11;9;False;1;44;295;0;23;5;4;197;11;2;1.0;0.0;2016;1;3;1
1;5;9;False;2;138;295;1688;3;2;85;197;11;2;1.0;0.0;2016;1;3;4
2;5;9;False;2;138;295;1567;0;0;85;197;11;2;0.0;0.0;2016;1;3;4
1;18;11;True;4;43;295;1383;23;5;4;197;11;2;1.0;0.0;2016;1;3;3
1;18;11;True;2;138;182;134;23;5;4;197;11;3;1.0;0.0;2016;1;3;3
1;5;6;False;2;138;295;1678;0;0;85;197;11;4;1.0;0.0;2016;1;3;4
1;5;6;False;2;138;172;331;48;6;85;0;11;5;1.0;0.0;2016;1;3;0
1;18;11;True;2;138;295;1244;23;5;4;197;11;4;1.0;0.0;2016;1;3;4
1;18;6;False;4;137;295;0;23;5;4;197;11;4;1.0;0.0;2016;1;3;3
1;5;6;False;2;138;257;0;48;6;85;0;11;6;1.0;0.0;2016;1;3;2
2;5;9;False;4;39;158;499;74;5;4;197;11;5;0.0;0.0;2016;1;3;1
1;5;6;False;2;138;172;0;23;5;4;197;11;8;1.0;0.0;2016;1;3;3
2;19;11;True;3;63;166;1121;0;0;85;197;11;6;0.0;0.0;2016;1;3;0
34;5;9;False;2;138;225;340;0;0;85;197;11;10;0.0;0.0;2016;1;3;4
1;5;1;True;3;55;112;1567;23;5;4;197;11;7;1.0;0.0;2016;1;3;1
1;5;6;False;2;138;129;0;48;6;85;0;11;14;1.0;0.0;2016;1;3;4
1;18;6;False;2;15;295;0;75;6;85;174;11;1;1.0;0.0;2016;1;3;1
1;5;9;False;3;142;295;1633;75;6;85;191;11;1;1.0;0.0;2016;1;3;4
1;5;9;False;2;15;295;1438;75;6;85;174;11;1;1.0;0.0;2016;1;3;4
1;18;6;False;4;112;295;1429;75;6;85;184;11;1;1.0;0.0;2016;1;3;1
1;18;6;False;3;142;106;0;75;6;85;191;11;1;1.0;0.0;2016;1;3;0
1;18;6;False;4;10;295;893;75;6;85;179;11;2;1.0;0.0;2016;1;3;2
2;5;9;False;4;112;23;1567;75;6;85;129;11;2;0.0;0.0;2016;1;3;4
1;5;9;False;3;55;295;1567;75;6;85;129;11;2;1.0;0.0;2016;1;3;1
1;18;6;False;4;112;23;1234;75;6;85;129;11;2;1.0;0.0;2016;1;3;1
2;5;9;False;3;129;295;1489;75;6;85;129;11;2;0.0;0.0;2016;1;3;1
1;18;6;False;3;142;109;0;75;6;85;129;11;2;1.0;0.0;2016;1;3;4
1;18;6;False;3;55;175;1567;75;6;85;129;11;2;1.0;0.0;2016;1;3;4
1;18;6;False;3;142;109;1601;75;6;85;129;11;2;1.0;0.0;2016;1;3;1
1;18;6;False;3;129;295;16;75;6;85;129;11;2;1.0;0.0;2016;1;3;1
1;5;9;False;3;114;0;1238;75;6;85;129;11;2;1.0;0.0;2016;1;3;4
1;18;6;False;3;78;295;1478;75;6;85;129;11;3;1.0;0.0;2016;1;3;3
1;18;6;False;3;142;75;1567;75;6;85;191;11;4;1.0;0.0;2016;1;3;1
1;5;9;False;2;138;182;0;75;6;85;129;11;4;1.0;0.0;2016;1;3;3
20;5;6;False;4;59;83;0;23;5;4;197;11;1;0.0;0.0;2017;27;4;1
21;5;6;False;4;59;83;0;23;5;4;197;11;1;0.0;0.0;2017;27;4;4
1;18;6;False;2;138;295;1014;0;0;85;197;11;1;1.0;0.0;2017;27;4;3
2;18;6;False;2;19;271;0;0;0;85;197;11;1;0.0;0.0;2017;27;4;0
1;18;11;True;2;138;231;339;0;0;85;197;11;1;1.0;0.0;2017;27;4;4
2;5;6;False;4;43;295;0;23;5;4;197;11;1;0.0;0.0;2017;27;4;3
1;5;1;True;2;138;295;0;23;5;4;197;11;1;1.0;0.0;2017;27;4;3
1;5;9;False;4;59;295;1567;23;5;4;197;11;1;1.0;0.0;2017;27;4;1
1;18;11;True;2;138;295;1161;23;5;4;197;11;2;1.0;0.0;2017;27;4;0
4;5;6;False;2;138;148;1212;0;0;85;197;11;2;0.0;0.0;2017;27;4;0
1;8;9;False;4;137;295;239;23;5;4;197;11;2;1.0;0.0;2017;27;4;4
1;8;9;False;4;28;295;700;23;5;4;197;11;2;1.0;0.0;2017;27;4;3
1;9;9;False;2;138;295;1287;0;0;85;197;11;3;1.0;0.0;2017;27;4;4
1;5;6;False;5;5;295;1318;23;5;4;197;11;4;1.0;0.0;2017;27;4;3
1;5;11;True;2;138;295;0;23;5;4;197;11;5;1.0;0.0;2017;27;4;0
1;5;1;True;2;138;172;0;16;4;85;197;11;5;1.0;0.0;2017;27;4;4
3;5;9;False;2;138;295;944;23;5;4;197;11;7;0.0;0.0;2017;27;4;3
1;5;9;False;2;15;295;1567;75;6;85;174;11;1;1.0;0.0;2017;27;4;3
1;5;9;False;4;61;295;1423;75;6;85;160;11;1;1.0;0.0;2017;27;4;1
1;5;9;False;4;120;20;1715;75;6;85;143;11;1;1.0;0.0;2017;27;4;1
1;5;9;False;3;129;19;120;75;6;85;187;11;1;1.0;0.0;2017;27;4;0
1;8;9;False;1;86;295;1567;75;6;85;150;11;1;1.0;0.0;2017;27;4;4
1;5;6;False;4;43;295;751;75;6;85;129;11;1;1.0;0.0;2017;27;4;0
1;5;9;False;1;118;295;363;75;6;85;129;11;2;1.0;0.0;2017;27;4;1
1;5;9;False;4;43;295;665;23;5;4;197;11;1;1.0;0.0;2016;14;0;4
1;5;6;False;4;59;83;0;23;5;4;197;11;1;1.0;0.0;2016;14;0;4
1;9;9;False;4;61;295;1567;23;5;4;197;11;1;1.0;0.0;2016;14;0;4
5;5;9;False;4;137;295;1189;23;5;4;197;11;1;0.0;0.0;2016;14;0;4
1;18;6;False;4;11;40;1567;23;5;4;197;11;1;1.0;0.0;2016;14;0;1
1;5;6;False;2;138;295;339;0;0;85;197;11;1;1.0;0.0;2016;14;0;0
1;5;9;False;2;138;295;862;0;0;85;197;11;1;1.0;0.0;2016;14;0;3
1;5;9;False;4;90;8;1567;23;5;4;197;11;1;1.0;0.0;2016;14;0;4
1;5;1;True;1;33;295;496;23;3;1;197;1;1;1.0;0.0;2016;14;0;4
1;5;9;False;3;21;295;1744;23;5;4;197;11;1;1.0;0.0;2016;14;0;1
1;5;9;False;2;138;295;1343;23;5;4;197;11;1;1.0;0.0;2016;14;0;4
1;5;5;False;4;135;295;939;5;6;85;24;11;1;1.0;0.0;2016;14;0;4
1;18;11;True;2;138;295;1354;23;5;4;197;11;1;1.0;0.0;2016;14;0;0
9;5;11;True;2;138;295;0;23;5;4;197;11;1;0.0;0.0;2016;14;0;4
27;5;9;False;2;138;225;340;0;0;85;197;11;1;0.0;0.0;2016;14;0;4
1;18;6;False;2;138;295;1066;23;5;4;197;11;3;1.0;0.0;2016;14;0;0
2;5;9;False;4;11;40;1567;5;6;85;24;11;4;0.0;0.0;2016;14;0;1
1;5;1;True;2;138;295;1567;23;5;4;197;11;3;1.0;0.0;2016;14;0;4
1;5;9;False;2;138;289;0;23;5;4;197;11;4;1.0;0.0;2016;14;0;4
1;5;6;False;2;138;245;0;23;5;4;197;11;3;1.0;0.0;2016;14;0;4
1;5;9;False;2;138;86;1567;0;0;85;197;11;5;1.0;0.0;2016;14;0;2
1;5;9;False;4;11;40;1567;23;5;4;197;11;5;1.0;0.0;2016;14;0;1
4;18;6;False;4;61;295;1684;23;5;4;197;11;5;0.0;0.0;2016;14;0;4
1;5;1;True;2;138;182;134;0;0;85;197;11;4;1.0;0.0;2016;14;0;0
1;18;11;True;4;39;295;1152;23;5;4;197;11;4;1.0;0.0;2016;14;0;3
3;5;9;False;4;11;40;1567;23;5;4;197;11;6;0.0;0.0;2016;14;0;1
2;5;9;False;2;138;289;0;5;6;85;24;11;12;0.0;0.0;2016;14;0;4
1;5;5;False;2;138;182;0;48;6;85;0;11;12;1.0;0.0;2016;14;0;3
5;18;6;False;4;61;295;1684;23;5;4;197;11;13;0.0;0.0;2016;14;0;4
1;5;6;False;3;136;82;1567;23;5;4;197;11;22;1.0;0.0;2016;14;0;3
1;5;9;False;2;138;295;339;23;5;4;197;11;20;1.0;0.0;2016;14;0;3
1;18;6;False;3;114;295;1271;75;6;85;139;11;1;1.0;0.0;2016;14;0;0
1;5;9;False;4;135;128;1545;75;6;85;179;11;1;1.0;0.0;2016;14;0;3
1;18;6;False;2;20;295;1652;75;6;85;143;11;1;1.0;0.0;2016;14;0;0
1;5;9;False;3;142;109;1601;75;6;85;162;11;1;1.0;0.0;2016;14;0;0
1;18;6;False;3;110;295;863;75;6;85;130;11;1;1.0;0.0;2016;14;0;0
1;5;9;False;3;129;19;120;75;6;85;187;11;1;1.0;0.0;2016;14;0;0
1;5;9;False;3;142;109;0;75;6;85;191;11;1;1.0;0.0;2016;14;0;0
1;5;9;False;5;5;259;81;75;6;85;129;11;1;1.0;0.0;2016;14;0;4
1;5;9;False;1;86;295;1567;75;6;85;150;11;2;1.0;0.0;2016;14;0;3
1;18;6;False;3;65;295;605;75;6;85;179;11;2;1.0;0.0;2016;14;0;4
1;5;9;False;3;132;295;1510;75;6;85;129;11;2;1.0;0.0;2016;14;0;0
1;18;6;False;3;142;104;1567;75;6;85;129;11;2;1.0;0.0;2016;14;0;0
1;18;6;False;3;55;295;1567;75;6;85;129;11;2;1.0;0.0;2016;14;0;1
1;18;6;False;3;129;0;1567;75;6;85;129;11;2;1.0;0.0;2016;14;0;0
1;18;6;False;4;112;23;1429;75;6;85;129;11;2;1.0;0.0;2016;14;0;1
1;18;6;False;3;129;295;16;75;6;85;129;11;2;1.0;0.0;2016;14;0;0
1;18;6;False;3;142;295;1567;75;6;85;191;11;3;1.0;0.0;2016;14;0;0
1;5;1;True;3;55;25;42;23;5;4;197;11;12;1.0;0.0;2017;28;4;4
1;5;6;False;2;138;195;339;23;5;4;197;11;4;1.0;0.0;2017;28;4;4
2;5;9;False;2;138;295;0;75;6;85;134;11;1;0.0;0.0;2017;28;4;0
3;5;6;False;2;31;152;1567;23;5;4;197;11;10;0.0;0.0;2017;28;4;4
1;5;9;False;3;55;295;1567;23;5;4;197;11;3;1.0;0.0;2017;28;4;4
1;5;1;True;3;55;295;0;23;5;4;197;11;3;1.0;0.0;2017;28;4;0
2;10;9;False;4;135;295;1505;75;6;85;77;11;4;0.0;0.0;2017;28;4;4
1;10;9;False;4;135;295;1505;75;6;85;77;11;4;1.0;0.0;2017;28;4;4
1;5;11;True;2;138;111;0;23;5;4;197;11;7;1.0;0.0;2017;28;4;0
1;18;11;True;2;138;230;0;23;5;4;197;11;6;1.0;0.0;2017;28;4;4
1;5;6;False;2;138;295;837;0;0;85;197;11;8;1.0;0.0;2017;28;4;1
1;5;1;True;3;55;175;0;0;0;85;197;11;6;1.0;0.0;2017;28;4;1
1;5;6;False;4;43;26;1567;23;5;4;197;11;11;1.0;0.0;2017;28;4;1
20;18;11;True;2;138;231;0;23;3;53;197;8;19;0.0;0.0;2017;28;4;0
1;18;11;True;2;138;182;1608;0;0;85;197;11;27;1.0;0.0;2017;28;4;0
1;5;9;False;3;55;295;968;23;5;4;197;11;1;1.0;0.0;2017;28;4;1
1;5;1;True;3;55;57;1640;23;5;4;197;11;1;1.0;0.0;2017;28;4;0
1;5;9;False;3;55;0;1164;23;5;4;197;11;1;1.0;0.0;2017;28;4;0
1;5;6;False;2;138;257;339;23;3;20;197;11;1;1.0;0.0;2017;28;4;4
1;5;6;False;3;55;0;1164;23;5;4;197;11;1;1.0;0.0;2017;28;4;0
1;5;9;False;4;137;147;100;23;5;4;197;11;1;1.0;0.0;2017;28;4;4
1;9;9;False;3;63;295;913;3;2;85;197;11;1;1.0;0.0;2017;28;4;0
1;5;1;True;2;138;231;0;0;0;85;197;11;3;1.0;0.0;2017;28;4;0
1;5;9;False;4;61;295;1423;23;5;4;197;11;1;1.0;0.0;2017;28;4;4
1;5;6;False;4;137;147;234;23;5;4;197;11;1;1.0;0.0;2017;28;4;3
1;5;9;False;3;127;295;619;75;6;85;87;11;1;1.0;0.0;2017;28;4;1
1;5;9;False;4;35;295;0;23;5;4;197;11;2;1.0;0.0;2017;28;4;4
1;18;6;False;4;43;295;0;23;5;4;197;11;1;1.0;0.0;2016;6;6;4
1;5;9;False;2;138;182;789;68;5;128;197;11;1;1.0;0.0;2016;6;6;1
1;5;1;True;2;138;0;0;0;0;85;197;11;1;1.0;0.0;2016;6;6;3
1;5;9;False;4;124;295;1440;23;5;4;197;11;1;1.0;0.0;2016;6;6;3
2;5;11;True;2;138;295;0;23;5;4;197;11;1;0.0;0.0;2016;6;6;3
4;18;11;True;2;138;295;0;23;5;4;197;11;1;0.0;0.0;2016;6;6;3
1;5;1;True;4;137;147;0;23;5;4;197;11;1;1.0;0.0;2016;6;6;1
1;18;6;False;2;138;295;1161;23;5;4;197;11;1;1.0;0.0;2016;6;6;2
2;18;11;True;4;90;295;291;23;5;4;197;11;1;0.0;0.0;2016;6;6;1
3;18;11;True;4;90;295;1567;23;5;4;197;11;1;0.0;0.0;2016;6;6;4
1;18;11;True;3;63;295;0;23;5;4;197;11;2;1.0;0.0;2016;6;6;4
1;5;9;False;3;63;295;173;23;5;4;197;11;2;1.0;0.0;2016;6;6;1
1;8;9;False;2;19;295;1613;0;0;85;197;11;2;1.0;0.0;2016;6;6;3
1;5;9;False;2;26;0;0;23;5;4;197;11;4;1.0;0.0;2016;6;6;3
1;5;1;True;4;112;295;1234;23;5;4;197;11;4;1.0;0.0;2016;6;6;3
2;5;6;False;2;138;230;1668;16;4;85;197;11;4;0.0;0.0;2016;6;6;4
1;5;1;True;2;138;257;1686;23;3;20;197;11;26;1.0;0.0;2016;6;6;2
1;5;9;False;1;86;295;1567;75;6;85;130;11;1;1.0;0.0;2016;6;6;4
1;18;6;False;1;2;295;1567;75;6;85;150;11;1;1.0;0.0;2016;6;6;3
1;5;1;True;3;142;269;1633;75;6;85;191;11;1;1.0;0.0;2016;6;6;1
1;18;6;False;3;129;174;1567;75;6;85;187;11;1;1.0;0.0;2016;6;6;3
1;18;6;False;3;129;295;1567;75;6;85;187;11;1;1.0;0.0;2016;6;6;4
1;5;9;False;3;142;109;1567;75;6;85;179;11;1;1.0;0.0;2016;6;6;4
1;5;9;False;2;15;295;601;75;6;85;174;11;1;1.0;0.0;2016;6;6;1
1;5;9;False;3;132;295;1510;75;6;85;189;11;1;1.0;0.0;2016;6;6;1
1;5;9;False;3;7;17;1567;75;6;85;179;11;1;1.0;0.0;2016;6;6;1
1;5;9;False;4;135;295;154;75;6;85;179;11;1;1.0;0.0;2016;6;6;1
1;18;6;False;4;135;295;1259;75;6;85;179;11;1;1.0;0.0;2016;6;6;4
1;18;6;False;3;142;109;1567;75;6;85;191;11;1;1.0;0.0;2016;6;6;0
1;5;9;False;4;107;295;1567;75;6;85;179;11;1;1.0;0.0;2016;6;6;4
1;18;6;False;3;142;104;0;75;6;85;191;11;1;1.0;0.0;2016;6;6;1
1;18;6;False;3;129;0;16;75;6;85;129;11;1;1.0;0.0;2016;6;6;1
1;18;6;False;3;55;295;624;75;6;85;129;11;1;1.0;0.0;2016;6;6;4
1;5;9;False;3;129;0;16;75;6;85;129;11;1;1.0;0.0;2016;6;6;4
2;5;9;False;3;101;295;1126;75;6;85;129;11;1;0.0;0.0;2016;6;6;0
1;18;6;False;3;142;109;1615;75;6;85;129;11;1;1.0;0.0;2016;6;6;1
1;18;6;False;3;132;116;1362;75;6;85;129;11;1;1.0;0.0;2016;6;6;4
1;5;9;False;3;129;19;1489;75;6;85;129;11;1;1.0;0.0;2016;6;6;0
1;18;6;False;3;101;212;236;75;6;85;129;11;1;1.0;0.0;2016;6;6;1
1;5;9;False;3;129;19;1489;75;6;85;187;11;2;1.0;0.0;2016;6;6;3
1;5;9;False;3;142;109;1633;75;6;85;191;11;2;1.0;0.0;2016;6;6;1
1;5;9;False;2;15;295;440;75;6;85;174;11;1;1.0;0.0;2016;6;6;3
1;18;6;False;3;142;0;1567;75;6;85;191;11;2;1.0;0.0;2016;6;6;1
1;9;9;False;4;135;295;1606;75;6;85;179;11;2;1.0;0.0;2016;6;6;1
1;18;6;False;3;142;295;1567;75;6;85;191;11;2;1.0;0.0;2016;6;6;3
22;5;6;False;4;59;83;0;23;5;4;197;11;1;0.0;0.0;2017;7;1;1
1;9;9;False;3;129;19;120;0;0;85;197;11;1;1.0;0.0;2017;7;1;0
2;5;6;False;3;76;295;375;0;0;85;197;11;1;0.0;0.0;2017;7;1;0
1;9;9;False;2;139;295;93;0;0;85;197;11;1;1.0;0.0;2017;7;1;3
1;5;9;False;4;17;295;504;23;5;4;197;11;1;1.0;0.0;2017;7;1;0
1;5;6;False;2;138;172;0;48;6;85;0;11;1;1.0;0.0;2017;7;1;4
1;5;9;False;4;59;295;1567;5;6;85;24;11;1;1.0;0.0;2017;7;1;1
1;5;9;False;2;138;295;340;23;5;4;197;11;1;1.0;0.0;2017;7;1;4
1;5;1;True;2;138;230;0;23;5;4;197;11;1;1.0;0.0;2017;7;1;3
3;18;11;True;3;132;295;1510;23;5;4;197;11;1;0.0;0.0;2017;7;1;4
2;18;11;True;3;132;295;1510;23;5;4;197;11;1;0.0;0.0;2017;7;1;1
15;5;1;True;2;138;284;0;23;5;4;197;11;1;0.0;0.0;2017;7;1;4
2;5;11;True;2;138;236;0;0;0;85;197;11;2;0.0;0.0;2017;7;1;3
2;5;6;False;2;138;195;0;48;6;85;0;11;3;0.0;0.0;2017;7;1;0
14;5;1;True;2;138;284;0;23;5;4;197;11;3;0.0;0.0;2017;7;1;4
1;18;11;True;2;138;182;0;23;5;4;197;11;4;1.0;0.0;2017;7;1;0
2;5;6;False;2;138;148;0;48;6;85;0;11;3;0.0;0.0;2017;7;1;4
1;5;9;False;4;67;0;1567;0;0;85;197;11;4;1.0;0.0;2017;7;1;3
1;8;9;False;2;138;295;1567;23;5;4;197;11;5;1.0;0.0;2017;7;1;4
1;5;9;False;2;138;225;1025;23;5;4;197;11;5;1.0;0.0;2017;7;1;3
13;5;1;True;2;138;284;1665;23;5;4;197;11;7;0.0;0.0;2017;7;1;4
2;5;6;False;2;138;172;0;48;6;85;0;11;6;0.0;0.0;2017;7;1;4
1;18;11;True;3;132;295;1510;23;5;4;197;11;6;1.0;0.0;2017;7;1;1
1;5;9;False;2;138;295;0;23;5;4;197;11;7;1.0;0.0;2017;7;1;4
4;18;11;True;3;132;295;1510;23;3;0;197;6;10;0.0;0.0;2017;7;1;4
4;5;6;False;2;138;295;1289;23;5;4;197;11;22;0.0;0.0;2017;7;1;2
1;7;9;False;4;39;295;0;75;6;85;150;11;1;1.0;0.0;2017;7;1;1
1;5;5;False;2;15;295;357;75;6;85;174;11;1;1.0;0.0;2017;7;1;3
1;15;9;False;4;107;295;1321;75;6;85;179;11;1;1.0;0.0;2017;7;1;1
1;5;9;False;2;15;295;351;75;6;85;174;11;1;1.0;0.0;2017;7;1;4
2;5;9;False;4;67;0;1567;75;6;85;129;11;1;0.0;0.0;2017;7;1;3
1;5;9;False;3;129;19;120;75;6;85;187;11;2;1.0;0.0;2017;7;1;0
1;5;9;False;4;61;295;1567;75;6;85;160;11;4;1.0;0.0;2017;7;1;1
4;5;9;False;4;115;295;1073;75;6;85;181;11;4;0.0;0.0;2017;7;1;1
1;5;6;False;4;120;152;1199;23;5;4;197;11;1;1.0;0.0;2016;2;4;1
1;5;9;False;4;39;295;1656;23;5;4;197;11;1;1.0;0.0;2016;2;4;4
1;18;11;True;4;90;295;0;23;5;4;197;11;1;1.0;0.0;2016;2;4;4
1;8;6;False;2;138;295;0;5;6;85;24;11;1;1.0;0.0;2016;2;4;3
2;5;1;True;2;138;295;1235;23;3;20;197;11;1;0.0;0.0;2016;2;4;4
1;5;1;True;3;55;295;1567;23;5;4;197;11;1;1.0;0.0;2016;2;4;4
35;5;9;False;2;138;225;340;0;0;85;197;11;1;0.0;0.0;2016;2;4;4
1;8;9;False;4;39;295;1656;23;5;4;197;11;1;1.0;0.0;2016;2;4;3
1;18;11;True;2;138;295;1678;23;5;4;197;11;1;1.0;0.0;2016;2;4;3
1;5;6;False;2;138;172;0;23;5;4;197;11;2;1.0;0.0;2016;2;4;2
1;5;6;False;2;138;195;339;23;3;20;197;11;2;1.0;0.0;2016;2;4;0
1;5;9;False;2;138;48;908;66;6;85;101;11;2;1.0;0.0;2016;2;4;4
1;5;3;False;2;15;241;0;48;6;85;0;11;2;1.0;0.0;2016;2;4;4
1;18;11;True;5;5;295;668;23;5;4;197;11;2;1.0;0.0;2016;2;4;0
1;5;1;True;2;138;295;0;23;5;4;197;11;2;1.0;0.0;2016;2;4;0
36;5;9;False;2;138;225;340;0;0;85;197;11;2;0.0;0.0;2016;2;4;4
1;9;9;False;2;19;295;1264;23;5;4;197;11;3;1.0;0.0;2016;2;4;3
3;5;11;True;2;138;295;134;23;5;4;197;11;6;0.0;0.0;2016;2;4;2
1;5;6;False;2;138;172;1499;48;6;85;0;11;13;1.0;44.79;2016;2;4;0
3;5;1;True;2;138;59;0;23;3;20;197;11;14;0.0;0.0;2016;2;4;3
1;18;11;True;2;138;295;362;23;5;4;197;11;23;1.0;0.0;2016;2;4;0
1;5;9;False;3;56;119;1567;75;6;85;156;11;1;1.0;0.0;2016;2;4;0
1;5;9;False;4;102;295;1493;75;6;85;171;11;1;1.0;0.0;2016;2;4;1
1;18;6;False;3;55;295;1567;75;6;85;139;11;1;1.0;0.0;2016;2;4;1
3;5;9;False;1;86;295;648;75;6;85;150;11;1;0.0;0.0;2016;2;4;1
1;5;9;False;3;127;0;619;75;6;85;195;11;1;1.0;0.0;2016;2;4;4
1;5;9;False;2;83;295;738;75;6;85;141;11;1;1.0;0.0;2016;2;4;3
1;5;9;False;3;7;295;1567;75;6;85;189;11;2;1.0;0.0;2016;2;4;3
1;5;9;False;3;142;109;1567;75;6;85;191;11;2;1.0;0.0;2016;2;4;2
1;5;9;False;3;132;116;1567;75;6;85;189;11;2;1.0;0.0;2016;2;4;1
1;18;6;False;3;132;295;1510;75;6;85;189;11;2;1.0;0.0;2016;2;4;1
3;5;9;False;3;136;295;1567;75;6;85;129;11;2;0.0;0.0;2016;2;4;0
3;5;9;False;2;83;295;1147;75;6;85;141;11;2;0.0;0.0;2016;2;4;0
1;5;9;False;2;83;295;738;75;6;85;143;11;2;1.0;0.0;2016;2;4;3
1;5;9;False;3;129;174;16;75;6;85;129;11;2;1.0;0.0;2016;2;4;1
1;18;6;False;3;55;295;1567;75;6;85;129;11;2;1.0;0.0;2016;2;4;1
1;5;9;False;3;101;212;1567;75;6;85;129;11;2;1.0;0.0;2016;2;4;0
1;18;6;False;3;132;117;1362;75;6;85;129;11;2;1.0;0.0;2016;2;4;0
1;5;9;False;3;129;0;16;75;6;85;129;11;2;1.0;0.0;2016;2;4;3
1;18;6;False;3;129;295;16;75;6;85;187;11;3;1.0;0.0;2016;2;4;0
1;8;9;False;3;55;295;1567;75;6;85;129;11;3;1.0;0.0;2016;2;4;0
1;5;9;False;2;19;295;1451;75;6;85;129;11;11;1.0;0.0;2016;2;4;3
1;5;1;True;2;138;295;0;75;6;85;129;11;65;1.0;0.0;2016;2;4;3
1;5;6;False;4;137;295;510;23;5;4;197;11;1;1.0;0.0;2016;19;0;4
11;5;6;False;4;59;83;0;23;5;4;197;11;1;0.0;0.0;2016;19;0;1
1;18;11;True;2;138;121;1608;23;5;4;197;11;1;1.0;0.0;2016;19;0;0
1;5;3;False;2;19;271;1402;23;5;4;197;11;1;1.0;0.0;2016;19;0;4
2;5;9;False;4;137;295;468;23;5;4;197;11;1;0.0;0.0;2016;19;0;4
1;5;6;False;3;52;110;989;23;5;4;197;11;1;1.0;0.0;2016;19;0;0
2;18;11;True;2;138;295;0;0;0;85;197;11;1;0.0;0.0;2016;19;0;0
1;5;9;False;4;61;164;0;48;6;85;0;11;1;1.0;0.0;2016;19;0;4
1;5;1;True;2;138;182;0;23;5;4;197;11;1;1.0;0.0;2016;19;0;4
1;5;9;False;2;138;295;1003;0;0;85;197;11;1;1.0;0.0;2016;19;0;3
1;5;6;False;4;11;295;0;48;6;85;0;11;1;1.0;0.0;2016;19;0;4
10;5;6;False;2;138;182;0;48;6;85;0;11;1;0.0;0.0;2016;19;0;4
1;18;11;True;2;138;121;953;23;5;4;197;11;1;1.0;0.0;2016;19;0;1
1;5;9;False;4;39;295;1262;23;5;4;197;11;1;1.0;0.0;2016;19;0;4
1;18;11;True;2;138;232;125;23;5;4;197;11;1;1.0;0.0;2016;19;0;0
1;5;6;False;2;19;295;1524;23;5;4;197;11;1;1.0;0.0;2016;19;0;1
1;5;1;True;2;138;295;1212;23;5;4;197;11;1;1.0;0.0;2016;19;0;0
1;18;11;True;2;138;182;134;23;3;18;197;11;1;1.0;0.0;2016;19;0;3
3;5;1;True;2;138;295;1678;23;5;4;197;11;1;0.0;0.0;2016;19;0;0
1;5;6;False;2;138;295;339;23;5;4;197;11;1;1.0;0.0;2016;19;0;3
1;5;6;False;2;138;295;227;23;5;4;197;11;1;1.0;0.0;2016;19;0;2
1;5;11;True;2;138;284;1309;0;0;85;197;11;2;1.0;0.0;2016;19;0;4
1;5;1;True;2;138;148;1212;23;5;4;197;11;3;1.0;0.0;2016;19;0;0
1;5;9;False;2;19;295;72;23;5;4;197;11;3;1.0;0.0;2016;19;0;4
2;5;1;True;2;138;295;1678;23;5;4;197;11;3;0.0;0.0;2016;19;0;3
