fullVisitorId;visitNumber;browser;operatingSystem;deviceCategory;subContinent;country;city;campaign;source;pageviews;bounces;newVisits;transactionRevenue;year;month;quarterMonth;day;weekday;time_range
9441;1;15;9;0;7;135;128;0;75;1;1;1;0.0;2016;11;11;29;4651;4
7837;1;5;6;0;16;118;295;0;23;1;1;1;0.0;2016;11;11;29;4653;4
6201;1;18;6;0;15;142;106;0;75;1;1;1;0.0;2016;11;11;29;4646;1
8264;1;18;6;0;14;100;295;0;75;1;1;1;0.0;2016;11;11;30;4696;0
6891;1;5;9;0;15;129;295;0;75;1;1;1;0.0;2016;11;11;30;4694;0
8758;1;18;6;0;14;15;241;0;75;1;1;1;0.0;2016;11;11;30;4699;0
9356;3;5;6;0;12;137;295;0;23;1;1;0;0.0;2016;11;11;29;4670;4
5854;1;5;9;0;21;90;295;0;52;1;1;1;0.0;2016;11;11;29;4658;4
3512;1;8;9;0;15;114;250;0;0;1;1;1;0.0;2016;11;11;29;4639;1
6383;1;18;6;0;17;55;25;0;75;1;1;1;0.0;2016;11;11;29;4650;4
9164;1;8;6;0;11;138;295;4;3;1;1;1;0.0;2016;11;11;29;4682;3
9944;1;5;9;0;17;55;181;0;75;1;1;1;0.0;2016;11;11;29;4645;1
8701;1;7;9;1;17;96;295;0;23;2;0;1;0.0;2016;11;11;29;4665;4
6331;1;18;6;0;20;132;117;0;75;2;0;1;0.0;2016;11;11;30;4703;0
7127;1;18;6;0;3;83;295;0;75;2;0;1;0.0;2016;11;11;29;4667;4
5007;1;18;6;0;7;106;41;0;75;2;0;1;0.0;2016;11;11;29;4657;4
9155;1;5;9;0;15;142;109;0;75;2;0;1;0.0;2016;11;11;29;4656;4
2222;1;5;6;0;11;138;295;0;48;2;0;1;0.0;2016;11;11;29;4671;3
6719;1;18;6;0;15;101;295;0;75;2;0;1;0.0;2016;11;11;29;4642;1
2623;1;5;9;0;7;135;128;0;75;3;0;1;0.0;2016;11;11;29;4641;1
5802;1;5;6;0;11;138;295;0;0;3;0;1;0.0;2016;11;11;29;4663;4
1446;1;20;1;1;5;128;295;0;75;3;0;1;0.0;2016;11;11;29;4672;3
5872;1;5;6;0;11;138;16;0;0;3;0;1;0.0;2016;11;11;29;4674;3
2818;1;5;6;0;11;138;129;0;48;3;0;1;0.0;2016;11;11;30;4690;2
3199;1;5;1;2;11;138;295;3;23;2;0;1;0.0;2016;11;11;29;4679;3
3408;1;8;6;0;21;90;295;0;75;2;0;1;0.0;2016;11;11;29;4640;1
2388;1;5;9;0;20;72;295;0;75;2;0;1;0.0;2016;11;11;29;4647;1
420;2;5;9;0;17;55;5;0;75;2;0;0;0.0;2016;11;11;29;4648;1
4043;1;5;9;0;20;64;295;0;75;2;0;1;0.0;2016;11;11;29;4655;4
4797;1;19;11;1;6;63;166;0;0;1;1;1;0.0;2016;11;11;30;4705;1
7195;2;5;6;0;11;138;182;0;16;1;1;0;0.0;2016;11;11;29;4684;3
2937;1;5;9;0;11;138;148;0;23;1;1;1;0.0;2016;11;11;29;4675;3
2309;1;5;1;1;6;63;166;0;23;1;1;1;0.0;2016;11;11;29;4643;1
3630;1;5;1;1;21;43;26;0;0;1;1;1;0.0;2016;11;11;29;4683;3
8385;1;18;6;0;11;138;232;0;0;1;1;1;0.0;2016;11;11;30;4691;0
3928;1;5;9;0;17;55;131;0;23;1;1;1;0.0;2017;3;3;18;8145;1
6487;1;5;1;1;11;138;0;0;0;1;1;1;0.0;2017;3;3;18;8152;4
7123;1;5;9;0;21;39;295;0;23;1;1;1;0.0;2017;3;3;18;8148;1
1189;1;5;9;0;14;15;241;0;23;1;1;1;0.0;2017;3;3;18;8154;4
850;1;5;9;0;6;52;110;0;23;1;1;1;0.0;2017;3;3;18;8149;1
9135;1;18;11;1;21;43;295;0;23;1;1;1;0.0;2017;3;3;18;8162;3
1879;2;5;6;0;18;120;295;0;23;1;1;0;0.0;2017;3;3;18;8150;1
620;1;18;11;1;12;94;295;0;23;1;1;1;0.0;2017;3;3;18;8146;1
8520;1;8;9;0;12;71;295;0;23;1;1;1;0.0;2017;3;3;18;8151;1
3094;1;5;1;1;17;121;295;0;23;2;0;1;0.0;2017;3;3;18;8160;4
6242;1;3;1;2;21;43;295;0;23;2;0;1;0.0;2017;3;3;18;8161;3
6033;1;5;9;0;7;102;207;4;3;3;0;1;0.0;2017;3;3;18;8153;4
4762;1;5;9;0;21;39;295;0;23;4;0;1;0.0;2017;3;3;18;8165;3
446;1;18;6;0;19;29;0;0;0;5;0;1;0.0;2017;3;3;18;8164;3
5744;1;20;5;0;17;55;131;0;23;5;0;1;0.0;2017;3;3;18;8156;4
5486;1;5;1;1;11;138;295;0;0;4;0;1;0.0;2017;3;3;18;8163;3
2699;1;5;9;0;11;138;295;0;23;6;0;1;0.0;2017;3;3;19;8168;0
4221;1;18;11;1;11;138;295;0;23;11;0;1;0.0;2017;3;3;18;8166;3
5050;1;5;9;0;17;55;295;0;23;12;0;1;0.0;2017;3;3;18;8144;1
1529;1;5;1;1;7;107;295;0;75;1;1;1;0.0;2017;3;3;18;8155;4
4501;1;18;6;0;15;129;19;0;75;1;1;1;0.0;2017;3;3;18;8147;1
6928;1;8;9;0;15;56;295;0;75;1;1;1;0.0;2017;3;3;19;8167;0
4431;1;5;1;1;11;138;295;0;75;1;1;1;0.0;2017;3;3;18;8158;4
3540;1;18;11;2;6;63;295;0;75;3;0;1;0.0;2017;3;3;18;8157;4
2284;1;18;6;0;11;138;229;0;75;4;0;1;0.0;2017;3;3;18;8159;4
2024;1;5;1;1;20;60;265;0;0;2;0;1;0.0;2016;11;11;30;4740;3
1463;2;5;1;1;15;114;250;0;23;2;0;0;0.0;2016;12;12;1;4758;0
3148;1;5;9;0;11;138;295;0;23;4;0;1;0.0;2016;12;12;1;4757;0
5992;4;5;9;0;12;137;147;0;4;7;0;0;0.0;2016;11;11;30;4724;4
9413;4;5;6;0;11;138;236;0;48;6;0;0;0.0;2016;12;12;1;4767;1
5992;2;5;9;0;12;137;147;0;4;7;0;0;0.0;2016;11;11;30;4711;1
1516;1;5;6;0;11;19;130;0;0;9;0;1;0.0;2016;11;11;30;4725;4
5992;3;5;9;0;12;137;147;0;4;9;0;0;0.0;2016;11;11;30;4713;1
8534;1;5;6;0;11;138;230;0;48;10;0;1;0.0;2016;11;11;30;4741;3
1460;1;9;9;0;11;138;79;0;75;4;0;1;0.0;2016;11;11;30;4746;3
5448;1;5;5;0;21;125;294;0;62;5;0;1;0.0;2016;11;11;30;4719;4
6483;1;16;0;1;9;23;0;0;75;6;0;1;0.0;2016;12;12;1;4765;0
4721;1;18;11;1;21;43;295;0;23;1;1;1;0.0;2016;11;11;30;4743;3
8057;1;5;1;1;12;137;147;0;23;1;1;1;0.0;2016;11;11;30;4730;4
9443;1;7;9;0;11;138;295;4;3;1;1;1;0.0;2016;11;11;30;4739;3
5097;1;5;3;0;11;19;130;0;0;1;1;1;0.0;2016;11;11;30;4723;4
4826;1;5;9;0;6;63;249;0;23;1;1;1;0.0;2016;11;11;30;4716;4
1837;1;9;9;0;11;138;148;4;3;1;1;1;0.0;2016;11;11;30;4735;4
3016;5;5;6;0;11;138;182;0;48;1;1;0;0.0;2016;11;11;30;4721;4
7558;1;5;6;0;11;19;271;0;0;1;1;1;0.0;2016;11;11;30;4720;4
7195;3;5;6;0;11;138;182;0;16;1;1;0;0.0;2016;11;11;30;4734;4
9774;1;5;5;0;11;19;130;0;0;1;1;1;0.0;2016;11;11;30;4733;4
6316;2;5;6;0;6;127;0;0;5;1;1;0;0.0;2016;12;12;1;4754;0
3622;1;8;9;0;17;55;112;0;23;1;1;1;0.0;2016;12;12;1;4764;0
1389;1;5;9;0;17;55;25;0;23;1;1;1;0.0;2016;12;12;1;4755;0
8979;2;5;6;0;11;138;172;0;23;1;1;0;0.0;2016;11;11;30;4737;3
1702;1;5;9;0;17;55;57;0;23;1;1;1;0.0;2016;11;11;30;4717;4
9826;1;5;9;0;6;63;166;0;23;1;1;1;0.0;2016;12;12;1;4761;0
697;1;21;9;0;7;107;295;0;75;1;1;1;0.0;2016;11;11;30;4709;1
225;1;18;6;0;12;30;295;0;75;1;1;1;0.0;2016;11;11;30;4745;3
5352;1;18;6;0;20;132;116;0;75;1;1;1;0.0;2016;11;11;30;4727;4
3245;1;5;9;0;15;142;106;0;75;1;1;1;0.0;2016;12;12;1;4763;0
2144;1;5;9;0;20;132;46;0;75;1;1;1;0.0;2016;11;11;30;4742;3
1687;1;5;9;0;6;119;295;0;75;1;1;1;0.0;2016;11;11;30;4712;1
6017;4;5;9;0;14;15;295;0;75;1;1;0;0.0;2016;12;12;1;4752;0
4195;1;5;9;0;10;2;295;0;75;1;1;1;0.0;2016;11;11;30;4744;3
2231;1;5;9;0;20;132;295;0;75;1;1;1;0.0;2016;11;11;30;4726;4
9993;1;5;1;1;15;129;0;0;75;1;1;1;0.0;2016;12;12;1;4759;0
1289;1;5;9;0;14;15;295;0;75;1;1;1;0.0;2016;12;12;1;4751;0
4276;1;18;6;0;20;132;295;0;75;1;1;1;0.0;2016;11;11;30;4738;3
6316;4;5;6;0;6;127;0;0;5;2;0;0;0.0;2016;12;12;1;4760;0
7469;1;18;11;1;11;138;230;0;23;2;0;1;0.0;2016;11;11;30;4728;4
536;1;5;6;0;21;39;197;0;23;2;0;1;0.0;2016;11;11;30;4707;1
647;1;18;6;0;15;142;75;0;75;2;0;1;0.0;2016;12;12;1;4768;1
1296;3;5;9;0;15;142;106;0;75;2;0;0;0.0;2016;11;11;30;4714;4
9877;1;5;9;0;15;142;27;0;75;2;0;1;0.0;2016;11;11;30;4706;1
1258;1;5;9;0;21;39;295;0;75;2;0;1;0.0;2016;11;11;30;4729;4
9407;1;18;6;0;15;129;295;0;75;2;0;1;0.0;2016;12;12;1;4762;0
1883;1;5;9;0;7;106;295;0;75;3;0;1;0.0;2016;11;11;30;4732;4
2739;1;5;1;1;10;2;295;0;75;4;0;1;0.0;2016;12;12;1;4769;1
6930;1;5;9;0;11;138;295;0;23;3;0;1;0.0;2016;11;11;30;4748;3
6010;1;5;9;0;11;138;79;0;0;2;0;1;0.0;2016;11;11;30;4736;4
6316;3;5;6;0;6;127;0;0;5;3;0;0;0.0;2016;12;12;1;4756;0
8863;2;5;1;1;11;138;59;3;23;3;0;0;0.0;2016;12;12;1;4750;2
2503;1;5;6;0;11;19;271;0;0;2;0;1;0.0;2016;11;11;30;4718;4
7429;1;18;6;0;15;129;19;0;75;2;0;1;0.0;2016;12;12;1;4766;0
9493;1;5;9;0;15;129;295;0;75;2;0;1;0.0;2016;11;11;30;4715;4
6650;1;5;9;0;15;129;295;0;75;2;0;1;0.0;2016;11;11;30;4710;1
9394;1;18;6;0;15;101;295;0;75;2;0;1;0.0;2016;12;12;1;4753;0
6056;1;18;6;0;15;101;295;0;75;2;0;1;0.0;2016;11;11;30;4747;3
3872;1;5;9;0;11;138;295;0;23;3;0;1;0.0;2016;11;11;30;4731;4
2350;1;18;6;0;15;56;119;0;75;3;0;1;0.0;2016;12;12;1;4770;1
5697;1;5;3;0;11;138;295;0;23;1;1;1;0.0;2016;12;12;1;4749;2
1042;1;5;1;1;17;55;295;0;23;1;1;1;0.0;2016;11;11;30;4722;4
4274;2;5;9;0;18;120;295;0;23;2;0;0;0.0;2016;11;11;30;4708;1
6999;1;5;9;0;14;15;295;0;23;1;1;1;0.0;2017;3;3;3;7649;3
1728;4;5;1;1;6;119;246;0;0;1;1;0;0.0;2017;3;3;3;7633;4
4350;1;18;6;0;11;138;230;0;23;1;1;1;0.0;2017;3;3;3;7624;1
7393;1;5;6;0;6;63;295;0;60;1;1;1;0.0;2017;3;3;3;7625;1
8569;3;5;6;0;11;138;182;0;48;1;1;0;0.0;2017;3;3;3;7645;3
3327;1;5;9;0;11;138;295;4;3;1;1;1;0.0;2017;3;3;3;7648;3
7081;1;5;6;0;19;111;295;0;0;1;1;1;0.0;2017;3;3;3;7650;3
3850;1;8;9;0;7;106;295;0;5;1;1;1;0.0;2017;3;3;3;7629;1
6036;1;18;11;2;21;125;295;0;23;1;1;1;0.0;2017;3;3;3;7627;1
8614;1;5;6;0;14;20;239;0;0;1;1;1;0.0;2017;3;3;3;7639;4
8709;1;9;9;0;6;52;110;0;0;2;0;1;0.0;2017;3;3;3;7626;1
6698;3;5;9;0;11;138;295;0;0;2;0;0;0.0;2017;3;3;3;7642;3
9309;1;5;9;0;1;5;295;0;23;2;0;1;0.0;2017;3;3;4;7656;0
6211;1;5;1;1;11;138;78;0;23;1;1;1;0.0;2017;3;3;4;7659;0
3470;4;5;9;0;11;138;295;0;23;3;0;0;0.0;2017;3;3;3;7632;4
528;1;5;9;0;18;120;20;0;0;3;0;1;0.0;2017;3;3;3;7638;4
1138;1;5;6;0;17;55;295;0;23;4;0;1;0.0;2017;3;3;4;7651;2
2156;1;3;1;1;14;15;295;4;3;4;0;1;0.0;2017;3;3;4;7655;0
3133;4;5;6;0;11;138;172;0;0;4;0;0;0.0;2017;3;3;3;7647;3
1699;1;5;6;0;12;59;83;0;48;6;0;1;0.0;2017;3;3;3;7643;3
4240;1;5;9;0;6;127;0;4;3;7;0;1;0.0;2017;3;3;4;7658;0
7797;1;8;9;0;18;14;295;0;23;4;0;1;0.0;2017;3;3;3;7630;4
1980;1;5;9;0;11;138;295;0;23;7;0;1;0.0;2017;3;3;3;7640;4
6698;2;5;9;0;11;138;295;0;0;10;0;0;69.99;2017;3;3;3;7631;4
2775;1;5;9;0;11;138;78;0;0;14;0;1;0.0;2017;3;3;3;7644;3
8614;2;5;6;0;14;20;239;0;0;17;0;0;0.0;2017;3;3;3;7646;3
6770;2;5;9;0;11;138;182;0;23;17;0;0;0.0;2017;3;3;3;7635;4
528;2;5;9;0;18;120;20;0;0;13;0;0;0.0;2017;3;3;3;7641;4
6770;1;5;9;0;11;138;182;0;16;18;0;1;0.0;2017;3;3;3;7634;4
7618;1;5;6;0;11;138;231;0;23;21;0;1;0.0;2017;3;3;4;7652;2
7760;1;18;6;0;20;132;116;0;75;1;1;1;0.0;2017;3;3;4;7660;0
9720;1;7;9;0;20;60;295;0;75;1;1;1;0.0;2017;3;3;4;7653;0
7512;1;5;9;0;14;15;295;0;75;1;1;1;0.0;2017;3;3;3;7637;4
9923;1;18;11;1;15;56;295;0;75;1;1;1;0.0;2017;3;3;3;7628;1
4680;1;5;9;0;17;55;5;0;75;1;1;1;0.0;2017;3;3;3;7636;4
780;1;5;1;1;17;55;25;0;75;1;1;1;0.0;2017;3;3;4;7657;0
9166;1;5;9;0;14;22;30;0;75;2;0;1;0.0;2017;3;3;4;7654;0
5848;1;9;9;0;21;43;295;0;28;5;0;1;0.0;2016;8;8;16;476;4
6686;1;5;6;0;11;138;172;0;48;8;0;1;0.0;2016;8;8;16;479;4
8378;1;18;11;1;18;61;295;0;23;7;0;1;0.0;2016;8;8;16;486;3
7172;2;5;3;0;11;138;230;0;48;10;0;0;0.0;2016;8;8;16;485;3
9764;1;8;6;0;11;138;295;0;23;12;0;1;0.0;2016;8;8;16;475;4
220;7;5;6;0;11;138;295;0;23;19;0;0;0.0;2016;8;8;17;496;0
7680;1;5;9;0;6;127;0;0;23;24;0;1;0.0;2016;8;8;16;477;4
8994;1;5;9;0;11;19;271;0;23;31;0;1;0.0;2016;8;8;16;481;4
8880;1;5;6;0;11;138;182;0;48;43;0;1;0.0;2016;8;8;17;494;0
1704;1;5;6;0;12;59;83;0;23;1;1;1;0.0;2016;8;8;16;473;4
8879;2;5;6;0;12;59;83;0;23;1;1;0;0.0;2016;8;8;16;472;4
5853;2;5;9;0;11;138;172;0;48;1;1;0;0.0;2016;8;8;16;480;4
6827;1;5;9;0;11;138;231;0;66;2;0;1;0.0;2016;8;8;16;489;3
2873;1;5;9;0;10;2;0;0;75;2;0;1;0.0;2016;8;8;17;492;2
7172;1;5;3;0;11;138;230;0;23;3;0;1;0.0;2016;8;8;16;484;3
2262;1;5;1;1;20;110;219;0;9;3;0;1;0.0;2016;8;8;16;471;1
7629;13;5;5;0;11;138;59;0;48;3;0;0;0.0;2016;8;8;16;482;4
3807;1;5;9;0;11;138;182;0;16;1;1;1;0.0;2016;8;8;16;468;1
6827;2;5;9;0;11;138;231;0;66;1;1;0;0.0;2016;8;8;17;497;0
5739;4;5;9;0;11;138;225;0;0;1;1;0;0.0;2016;8;8;16;487;3
4682;1;5;9;0;7;106;295;0;0;2;0;1;0.0;2016;8;8;16;474;4
7260;1;5;9;0;15;129;19;0;0;2;0;1;0.0;2016;8;8;16;469;1
3061;1;5;6;0;11;138;172;0;0;5;0;1;0.0;2016;8;8;16;488;3
1551;1;5;5;0;11;138;172;0;0;6;0;1;0.0;2016;8;8;16;490;3
1789;6;5;3;0;11;138;295;0;0;9;0;0;0.0;2016;8;8;17;493;0
7488;1;5;6;0;11;138;295;0;23;2;0;1;0.0;2016;8;8;17;498;0
3711;1;5;9;0;11;138;295;0;23;6;0;1;0.0;2016;8;8;16;478;4
5164;1;5;9;0;11;138;195;0;23;6;0;1;0.0;2016;8;8;17;495;0
6769;1;5;9;0;3;92;295;0;75;1;1;1;0.0;2016;8;8;16;483;3
3119;1;18;6;0;20;132;116;0;75;1;1;1;0.0;2016;8;8;16;467;1
7881;1;5;9;0;20;132;295;0;75;1;1;1;0.0;2016;8;8;17;491;2
1183;1;18;6;0;17;55;295;0;75;1;1;1;0.0;2016;8;8;16;470;1
4925;1;5;9;0;17;55;25;0;23;1;1;1;0.0;2016;10;10;30;3175;4
1096;1;5;9;0;18;61;295;0;23;1;1;1;0.0;2016;10;10;30;3161;1
7565;2;18;11;1;12;137;295;0;23;1;1;0;0.0;2016;10;10;30;3160;1
8013;1;5;1;1;11;138;0;0;0;1;1;1;0.0;2016;10;10;31;3200;0
9014;2;18;11;1;11;138;295;0;0;1;1;0;0.0;2016;10;10;31;3186;2
9014;1;18;11;1;11;138;295;0;0;1;1;1;0.0;2016;10;10;30;3185;3
1049;1;5;1;1;21;43;295;0;23;2;0;1;0.0;2016;10;10;30;3178;4
4109;1;18;6;0;11;138;295;0;23;2;0;1;0.0;2016;10;10;30;3172;4
7712;2;5;1;1;11;138;295;0;23;5;0;0;0.0;2016;10;10;31;3194;0
4909;1;18;11;1;11;138;148;0;23;5;0;1;0.0;2016;10;10;30;3179;3
1561;1;18;11;1;11;138;295;0;23;4;0;1;0.0;2016;10;10;30;3183;3
7712;1;5;1;1;11;138;295;0;23;6;0;1;0.0;2016;10;10;31;3192;0
2601;1;5;9;0;11;138;295;3;23;8;0;1;0.0;2016;10;10;30;3182;3
925;11;5;6;0;11;138;295;0;23;7;0;0;0.0;2016;10;10;31;3190;0
8135;1;18;10;1;7;102;295;0;0;24;0;1;0.0;2016;10;10;30;3177;4
5091;1;5;9;0;20;64;295;0;75;1;1;1;0.0;2016;10;10;31;3202;0
8611;1;18;6;0;15;142;109;0;75;1;1;1;0.0;2016;10;10;30;3168;4
3107;1;5;9;0;6;127;295;0;75;1;1;1;0.0;2016;10;10;30;3171;4
3225;1;18;6;0;15;142;27;0;75;1;1;1;0.0;2016;10;10;31;3198;0
4046;1;5;9;0;10;131;273;0;75;1;1;1;0.0;2016;10;10;30;3169;4
6596;1;18;6;0;20;7;295;0;75;1;1;1;0.0;2016;10;10;30;3159;1
6519;1;18;10;1;15;142;295;0;75;1;1;1;0.0;2016;10;10;30;3166;1
8413;1;18;6;0;15;142;109;0;75;1;1;1;0.0;2016;10;10;30;3167;1
1831;1;18;6;0;15;142;106;0;75;1;1;1;0.0;2016;10;10;31;3197;0
826;1;5;9;0;15;142;106;0;75;1;1;1;0.0;2016;10;10;31;3187;0
3558;1;5;9;0;17;55;295;0;75;1;1;1;0.0;2016;10;10;30;3170;4
4718;1;5;9;0;15;56;119;0;75;1;1;1;0.0;2016;10;10;31;3195;0
6662;1;5;9;0;20;132;46;0;75;1;1;1;0.0;2016;10;10;30;3162;1
4907;1;15;9;0;11;138;220;0;75;1;1;1;0.0;2016;10;10;30;3165;1
8761;2;7;9;0;11;138;295;0;75;1;1;0;0.0;2016;10;10;31;3191;0
8095;1;18;6;0;15;142;295;0;75;1;1;1;0.0;2016;10;10;31;3199;0
6399;1;18;6;0;7;106;41;0;75;1;1;1;0.0;2016;10;10;30;3180;3
4616;1;5;9;0;17;55;295;0;75;2;0;1;0.0;2016;10;10;30;3163;1
6739;1;5;9;0;20;60;265;0;75;2;0;1;0.0;2016;10;10;30;3174;4
4879;1;5;9;0;15;129;295;0;75;2;0;1;0.0;2016;10;10;31;3193;0
1670;1;5;1;1;15;142;109;0;75;2;0;1;0.0;2016;10;10;30;3173;4
9533;1;5;9;0;20;132;117;0;75;2;0;1;0.0;2016;10;10;30;3164;1
9042;1;5;9;0;11;138;67;0;75;2;0;1;0.0;2016;10;10;30;3184;3
3488;1;18;6;0;15;142;0;0;75;2;0;1;0.0;2016;10;10;30;3181;3
9190;1;18;6;0;15;142;106;0;75;3;0;1;0.0;2016;10;10;30;3176;4
8761;1;7;9;0;11;138;295;0;75;2;0;1;0.0;2016;10;10;31;3188;0
8623;1;5;9;0;1;5;259;0;75;1;0;1;0.0;2016;10;10;31;3201;0
5888;1;5;9;0;11;138;295;0;75;3;0;1;0.0;2016;10;10;31;3196;0
3662;1;18;11;2;11;19;295;0;75;10;0;1;0.0;2016;10;10;31;3189;0
2543;2;5;1;1;11;138;295;3;23;1;1;0;0.0;2016;12;12;30;5755;1
7659;1;18;11;1;11;138;230;0;23;1;1;1;0.0;2016;12;12;30;5771;3
2543;1;5;1;1;11;138;295;3;23;1;1;1;0.0;2016;12;12;30;5754;1
9608;2;5;1;1;11;138;295;0;16;1;1;0;0.0;2016;12;12;30;5772;3
3948;4;18;11;1;11;19;295;0;23;1;1;0;0.0;2016;12;12;30;5767;3
1283;4;5;6;0;11;138;182;0;67;1;1;0;0.0;2016;12;12;30;5762;4
3667;2;18;11;1;11;138;295;0;23;1;1;0;0.0;2016;12;12;31;5777;0
8294;1;5;9;0;17;55;295;0;23;1;1;1;0.0;2016;12;12;31;5782;0
258;1;5;1;1;11;138;78;0;0;1;1;1;0.0;2016;12;12;30;5770;3
9003;1;18;11;1;21;125;295;0;23;2;0;1;0.0;2016;12;12;30;5761;4
985;1;18;11;1;11;138;148;0;23;2;0;1;0.0;2016;12;12;31;5780;0
1492;3;5;9;0;11;138;236;0;23;2;0;0;0.0;2016;12;12;31;5774;0
3948;6;18;11;1;11;19;295;0;23;2;0;0;0.0;2016;12;12;31;5775;0
2362;1;5;9;0;11;138;295;0;48;3;0;1;0.0;2016;12;12;30;5764;4
2178;1;5;1;1;11;138;295;0;23;2;0;1;0.0;2016;12;12;31;5779;0
3948;5;18;11;1;11;19;295;0;23;5;0;0;0.0;2016;12;12;30;5773;3
985;2;18;11;1;11;138;148;0;23;6;0;0;0.0;2016;12;12;31;5781;0
3948;3;18;11;1;11;19;295;0;23;9;0;0;0.0;2016;12;12;30;5760;4
722;1;18;11;1;11;138;78;0;0;11;0;1;0.0;2016;12;12;30;5769;3
7166;1;5;9;0;11;138;295;0;66;28;0;1;0.0;2016;12;12;30;5765;3
2238;1;9;9;0;6;63;295;0;75;1;1;1;0.0;2016;12;12;30;5756;1
9286;1;7;9;0;7;107;295;0;75;1;1;1;0.0;2016;12;12;30;5768;3
8735;1;5;1;1;3;83;295;0;75;1;1;1;0.0;2016;12;12;30;5758;4
8041;1;5;1;1;6;63;295;0;75;1;1;1;0.0;2016;12;12;30;5763;4
2327;1;8;9;0;21;6;295;0;75;1;1;1;0.0;2016;12;12;31;5776;0
4069;1;7;9;0;11;138;295;0;75;1;1;1;0.0;2016;12;12;31;5778;0
3371;1;5;9;0;11;138;182;0;75;1;1;1;0.0;2016;12;12;30;5757;1
8035;1;5;9;0;17;9;295;0;75;1;1;1;0.0;2016;12;12;30;5766;3
8692;1;8;9;0;21;75;295;0;75;2;0;1;0.0;2016;12;12;30;5759;4
2892;1;18;6;0;21;43;295;0;23;1;1;1;0.0;2017;7;7;4;11427;3
302;2;5;9;0;21;90;295;0;23;1;1;0;0.0;2017;7;7;5;11439;0
6805;1;5;1;1;21;125;294;0;23;1;1;1;0.0;2017;7;7;5;11434;2
5796;1;5;6;0;15;114;0;0;23;1;1;1;0.0;2017;7;7;5;11438;0
5615;1;5;9;0;18;120;295;0;23;1;1;1;0.0;2017;7;7;4;11414;1
418;1;5;9;0;17;55;295;4;3;1;1;1;0.0;2017;7;7;4;11412;1
9045;1;5;6;0;14;22;295;0;23;1;1;1;0.0;2017;7;7;4;11432;3
1137;1;8;9;0;21;43;105;0;5;1;1;1;0.0;2017;7;7;4;11424;4
285;1;5;1;1;7;135;295;4;3;1;1;1;0.0;2017;7;7;4;11422;4
285;2;5;1;1;7;135;295;4;3;1;1;0;0.0;2017;7;7;4;11431;3
7641;1;5;6;0;6;63;166;0;5;1;1;1;0.0;2017;7;7;5;11436;0
3642;1;5;1;1;15;56;295;0;23;1;1;1;0.0;2017;7;7;4;11430;3
1131;1;5;9;0;11;138;295;0;23;2;0;1;0.0;2017;7;7;4;11420;4
3560;1;18;11;1;7;10;295;0;0;2;0;1;0.0;2017;7;7;4;11417;4
3925;1;5;6;0;11;138;295;0;23;2;0;1;0.0;2017;7;7;4;11418;4
9758;1;5;1;1;17;55;295;0;23;2;0;1;0.0;2017;7;7;4;11425;4
4365;1;5;6;0;11;138;230;0;0;3;0;1;0.0;2017;7;7;5;11435;0
7713;1;5;9;0;17;55;210;4;3;5;0;1;0.0;2017;7;7;4;11410;1
9880;8;5;3;0;11;138;295;0;21;5;0;0;0.0;2017;7;7;4;11426;3
7330;1;5;1;1;6;63;295;0;23;6;0;1;0.0;2017;7;7;4;11423;4
1816;1;18;11;2;20;105;295;0;23;6;0;1;0.0;2017;7;7;4;11419;4
6758;1;5;9;0;11;138;295;0;23;7;0;1;0.0;2017;7;7;4;11429;3
7002;1;5;6;0;11;138;295;0;0;7;0;1;0.0;2017;7;7;4;11428;3
406;4;5;11;2;11;19;295;0;23;8;0;0;0.0;2017;7;7;4;11433;3
8966;1;5;9;0;15;114;0;4;3;9;0;1;0.0;2017;7;7;4;11416;4
1131;2;5;9;0;11;138;295;0;23;7;0;0;0.0;2017;7;7;4;11421;4
5384;1;5;6;0;11;138;295;0;23;11;0;1;0.0;2017;7;7;4;11411;1
3899;1;5;9;0;11;138;295;0;75;1;1;1;0.0;2017;7;7;5;11440;0
6323;1;19;11;1;11;138;295;0;45;1;1;1;0.0;2017;7;7;5;11437;0
807;1;3;1;1;15;101;295;0;45;1;1;1;0.0;2017;7;7;4;11413;1
2006;1;18;6;0;21;125;295;0;75;2;0;1;0.0;2017;7;7;4;11415;1
7465;24;5;6;0;12;59;83;0;23;1;1;0;0.0;2017;2;2;13;7030;4
3580;1;5;9;0;15;129;19;0;23;1;1;1;0.0;2017;2;2;14;7052;0
682;1;5;11;2;11;138;295;0;23;1;1;1;0.0;2017;2;2;13;7037;3
9546;1;5;6;0;12;137;295;0;23;1;1;1;0.0;2017;2;2;13;7031;4
5751;1;8;5;0;18;120;295;0;23;1;1;1;0.0;2017;2;2;13;7027;1
1907;2;5;9;0;11;138;172;0;48;1;1;0;0.0;2017;2;2;13;7042;3
3470;2;5;9;0;11;138;295;0;23;1;1;0;0.0;2017;2;2;13;7035;4
7567;19;18;11;1;11;138;225;0;23;1;1;0;0.0;2017;2;2;13;7044;3
9657;1;5;3;0;21;90;295;0;23;1;1;1;0.0;2017;2;2;13;7043;3
2806;1;5;9;0;15;114;250;0;23;1;1;1;0.0;2017;2;2;13;7025;1
6043;1;8;9;0;7;28;295;0;23;1;1;1;0.0;2017;2;2;13;7038;3
6021;1;5;9;0;11;138;172;0;0;1;1;1;0.0;2017;2;2;14;7047;0
